0	-756.8	-417.3	1.3
1	-755.8	-417.3	1.3
2	-754.8	-417.3	1.3
3	-753.8	-417.3	1.3
4	-752.8	-417.3	1.3
5	-751.8	-417.3	1.3
6	-750.8	-417.3	1.3
7	-749.8	-417.3	1.3
8	-748.8	-417.3	1.3
9	-747.8	-417.3	1.3
10	-746.8	-417.3	1.3
11	-745.8	-417.3	1.3
12	-744.8	-417.3	1.3
13	-743.8	-417.3	1.3
14	-742.8	-417.3	1.3
15	-741.8	-417.3	1.3
16	-740.8	-417.3	1.3
17	-739.8	-417.3	1.8
18	-738.8	-417.3	1.8
19	-737.8	-417.3	1.8
20	-736.8	-417.3	2.8
21	-735.8	-417.3	2.8
22	-734.8	-417.3	2.8
23	-733.8	-417.3	3.8
24	-732.8	-417.3	3.8
25	-731.8	-417.3	4.8
26	-730.8	-417.3	3.8
27	-729.8	-417.3	3.8
28	-728.8	-417.3	3.8
29	-727.8	-417.3	5.1
30	-726.8	-417.3	7.1
31	-725.8	-417.3	8.1
32	-724.8	-417.3	8.9
33	-723.8	-417.3	14.9
34	-722.8	-417.3	35.1
35	-721.8	-417.3	63.2
36	-720.8	-417.3	88.8
37	-719.8	-417.3	103.3
38	-718.8	-417.3	103.8
39	-717.8	-417.3	99.0
40	-716.8	-417.3	93.8
41	-715.8	-417.3	84.3
42	-714.8	-417.3	74.3
43	-713.8	-417.3	63.2
44	-712.8	-417.3	53.0
45	-711.8	-417.3	40.0
46	-710.8	-417.3	26.1
47	-709.8	-417.3	17.0
48	-708.8	-417.3	13.2
49	-707.8	-417.3	11.4
50	-706.8	-417.3	10.8
51	-705.8	-417.3	9.9
52	-704.8	-417.3	8.9
53	-703.8	-417.3	7.2
54	-702.8	-417.3	6.2
55	-701.8	-417.3	4.6
56	-700.8	-417.3	4.6
57	-699.8	-417.3	4.8
58	-698.8	-417.3	4.8
59	-697.8	-417.3	5.1
60	-696.8	-417.3	4.1
61	-695.8	-417.3	3.8
62	-694.8	-417.3	3.8
63	-693.8	-417.3	3.0
64	-692.8	-417.3	3.0
65	-691.8	-417.3	2.8
66	-690.8	-417.3	3.1
67	-689.8	-417.3	3.1
68	-688.8	-417.3	3.1
69	-687.8	-417.3	3.1
70	-686.8	-417.3	3.1
71	-685.8	-417.3	3.1
72	-684.8	-417.3	3.1
73	-683.8	-417.3	2.1
74	-682.8	-417.3	2.1
75	-681.8	-417.3	2.1
76	-680.8	-417.3	2.1
77	-679.8	-417.3	2.1
78	-678.8	-417.3	2.1
79	-677.8	-417.3	2.1
80	-676.8	-417.3	2.1
81	-675.8	-417.3	2.3
82	-674.8	-417.3	2.3
83	-673.8	-417.3	2.3
84	-672.8	-417.3	2.3
85	-671.8	-417.3	2.3
86	-670.8	-417.3	2.3
87	-669.8	-417.3	2.3
88	-668.8	-417.3	2.3
89	-667.8	-417.3	2.3
90	-666.8	-417.3	2.3
91	-665.8	-417.3	2.3
92	-664.8	-417.3	2.3
93	-663.8	-417.3	2.3
94	-662.8	-417.3	2.3
95	-661.8	-417.3	2.3
96	-660.8	-417.3	2.3
97	-659.8	-417.3	2.3
98	-658.8	-417.3	2.3
99	-657.8	-417.3	2.3
100	-656.8	-417.3	2.3
101	-655.8	-417.3	2.3
102	-654.8	-417.3	2.3
103	-653.8	-417.3	2.3
104	-652.8	-417.3	2.3
105	-651.8	-417.3	2.3
106	-650.8	-417.3	2.3
107	-649.8	-417.3	2.3
108	-648.8	-417.3	2.3
109	-647.8	-417.3	2.3
110	-646.8	-417.3	2.3
111	-645.8	-417.3	2.3
112	-644.8	-417.3	2.3
113	-643.8	-417.3	1.7
114	-642.8	-417.3	1.7
115	-641.8	-417.3	1.7
116	-640.8	-417.3	1.7
117	-639.8	-417.3	1.7
118	-638.8	-417.3	1.7
119	-637.8	-417.3	1.7
120	-636.8	-417.3	1.7
121	-635.8	-417.3	1.7
122	-634.8	-417.3	1.7
123	-633.8	-417.3	1.7
124	-632.8	-417.3	1.7
125	-631.8	-417.3	1.7
126	-630.8	-417.3	1.7
